,ORF,CAI,dS,dN,dN/dS,dS adjusted,dN/dS adjusted,orf,fitness,fdS,fdN,fdNdS,fdSadj,fdNdSadj
YDR267C,YDR267C,0.314,1.3564,0.065199946,0.048068375999999996,1.99068,0.0327526,YDR267C,0.0,0.3055711052875209,-2.715075631749477,-3.0145405250057418,0.6889785036877256,-3.388697827593761
YDR268W,YDR268W,0.29525,1.3106,0.103500298,0.078971691,1.9070099999999999,0.0542736,YDR268W,0.7959999999999999,0.27124776598835604,-2.258565355906696,-2.526082569432364,0.6460608141025069,-2.895459880465309
YDR270W,YDR270W,0.271,1.6166,0.179099922,0.110788025,2.1640200000000003,0.0827626,YDR270W,1.005,0.4809435692840699,-1.7142434598930467,-2.1911508349102653,0.772429599287073,-2.4797686718318968
YDR272W,YDR272W,0.31075,1.8028,0.183000413,0.101508993,2.43052,0.0752927,YDR272W,0.9990000000000001,0.5898955507494706,-1.692817276810453,-2.2778047476669374,0.8885165762031579,-2.573178020236102
YDR273W,YDR273W,0.258,2.2513,0.5975011720000001,0.265402733,2.7724599999999997,0.215513,YDR273W,1.005,0.8119519163251955,-0.5133267957571208,-1.3227460813595173,1.0200956381989472,-1.5301046871529163
YDR275W,YDR275W,0.23575,1.6505,0.29919973,0.18127823699999998,2.12672,0.14068599999999998,YDR275W,1.011,0.5016839658487072,-1.2033072591835796,-1.7022209845665182,0.7550509838747604,-1.9541419374488584
YDR277C,YDR277C,0.23225,1.4393,0.099500285,0.069131026,1.90845,0.052136699999999994,YDR277C,1.004,0.36485142522286723,-2.2975947156661323,-2.6573899865674275,0.6468152424754563,-2.934887440691671
YDR281C,YDR281C,0.285,1.374,0.445500601,0.324236245,1.9497,0.22849699999999998,YDR281C,0.9690000000000001,0.3184537311185346,-0.8063145326418532,-1.123203453029527,0.6681882825187498,-1.4718653214624
YDR284C,YDR284C,0.27125,1.4529,0.120900353,0.083213127,2.00083,0.060425099999999995,YDR284C,1.011,0.37424960095524284,-2.1045513466828614,-2.4744044672725787,0.6940617622026238,-2.7899367325745916
YDR288W,YDR288W,0.25125,1.3323,0.22290092399999997,0.167305355,1.8398299999999999,0.121153,YDR288W,0.0,0.28765707213927566,-1.4965516285436031,-1.781975360109746,0.61021655686828,-2.102480921612725
YDR293C,YDR293C,0.3215,1.7657,0.063899993,0.036189609,2.41513,0.026458199999999998,YDR293C,0.9540000000000001,0.5691133996364977,-2.734907763130342,-3.2917258846793453,0.8821670865719927,-3.5950904306815503
YDR294C,YDR294C,0.29775,1.5352,0.120800346,0.078687042,2.13666,0.056537000000000004,YDR294C,1.002,0.4293118345824444,-2.1053720829878793,-2.5296482910968887,0.7597117728285417,-2.855327059861328
YDR295C,YDR295C,0.26575,1.5411,0.231600807,0.15028279,2.07792,0.11145799999999999,YDR295C,0.987,0.4331451238814736,-1.4584315694280972,-1.8886044121790473,0.7318485280970202,-2.185175460377234
YDR297W,YDR297W,0.35575,1.4022,0.063300115,0.045143428,2.12082,0.029847000000000002,YDR297W,0.9940000000000001,0.3387553426357814,-2.7441938592487163,-3.0760007333742925,0.7522742109577014,-3.4787157780918925
YDR301W,YDR301W,0.27975,1.6188,0.09080022900000001,0.056091073,2.1839,0.0415771,YDR301W,0.0,0.4823026848327524,-2.3881404868054266,-2.863107514297322,0.781570060909842,-3.1564387289287286
YDR302W,YDR302W,0.28525,1.4642,0.076200132,0.052042160999999997,2.04041,0.0373455,YDR302W,0.0,0.38199175192252216,-2.5613541121083085,-2.936668191098901,0.7136407455742635,-3.2611180983406136
YDR304C,YDR304C,0.3925,1.6677,0.08900006199999999,0.05336695,2.46055,0.0361708,YDR304C,1.0090000000000001,0.5120448801707199,-2.4079449197632203,-2.911998846510188,0.9007912328272035,-3.2922317721711996
YDR306C,YDR306C,0.264,1.3525,0.11889993800000001,0.08791122900000001,1.88578,0.0630508,YDR306C,1.004,0.3026938300722188,-2.1210977340463835,-2.4201168339775805,0.6348716724141894,-2.748078760475398
YDR308C,YDR308C,0.273,1.4188,0.048799990999999994,0.034395257,1.97026,0.0247683,YDR308C,0.0,0.3505160166231484,-2.9997404756744377,-3.3411774508697865,0.6786729322055158,-3.6586102246739136
YDR310C,YDR310C,0.27825,1.7475,0.22960059,0.13138803400000001,2.30957,0.09941269999999999,YDR310C,0.97,0.5587582775212935,-1.46706811260752,-2.022018017207039,0.83749424734188,-2.2984665857002984
YDR318W,YDR318W,0.26375,2.0979,0.148900171,0.07097581900000001,2.63068,0.0566014,YDR318W,0.9279999999999999,0.7414133979694334,-1.8977857331137287,-2.6314250635976126,0.9676224255244444,-2.854208406020111
YDR319C,YDR319C,0.24725,1.3085,0.18890004,0.14436380599999998,1.80795,0.10448299999999999,YDR319C,1.01,0.26964538496562945,-1.6612574505267417,-1.9285156719678722,0.5927465664512994,-2.2492054764908063
YDR321W,YDR321W,0.32625,1.5936,0.093800189,0.05886056,2.25263,0.041640300000000005,YDR321W,1.008,0.4666229210862579,-2.355983876052262,-2.8157374214392985,0.8125422495255001,-3.1549554635020183
YDR322W,YDR322W,0.29575,1.3704,0.15440047,0.112668177,1.9678200000000001,0.0784627,YDR322W,0.86,0.315832115868127,-1.8617498166001392,-2.1744718030649772,0.6774343785152779,-2.532467549812285
YDR326C,YDR326C,0.27925,1.8184,0.161200226,0.088649487,2.38249,0.0676604,YDR326C,1.012,0.5985067764058244,-1.8189237439602415,-2.411847801200574,0.8685658001431388,-2.67858266516123
YDR328C,YDR328C,0.32025,1.5430000000000001,0.039200046,0.025405085,2.18991,0.017900299999999997,YDR328C,0.0,0.4343764516025845,-3.213887139079209,-3.634198673741128,0.7843169826359119,-3.9685774840266426
YDR329C,YDR329C,0.27075,1.7894,0.18890035,0.105566307,2.33632,0.0808538,YDR329C,0.975,0.5824390585755237,-1.6612558180902925,-2.2389878866292454,0.8490049738680474,-2.5028205498529275
YDR331W,YDR331W,0.29275,1.4464,0.123500279,0.085384595,2.03776,0.0606059,YDR331W,0.0,0.36976884344989014,-2.0834473221160303,-2.448945917680325,0.7123417799073356,-2.7869976338084204
YDR332W,YDR332W,0.24525,1.5955,0.143400253,0.08987794,2.09091,0.0685827,YDR332W,0.807,0.46781373317269953,-1.9351663004473838,-2.398237991519723,0.7380775242447405,-2.665239305757111
YDR334W,YDR334W,0.2835,1.7417,0.18449995600000002,0.10593096199999999,2.3143700000000003,0.07971929999999999,YDR334W,0.9309999999999999,0.5554356346844594,-1.6847006341314408,-2.235571867714248,0.839569501981012,-2.5167775749268135
YDR336W,YDR336W,0.243,1.3615,0.361599196,0.265588833,1.8523599999999998,0.19521,YDR336W,1.002,0.30932124755526197,-1.0144571979832047,-1.3220477588364823,0.6170002079800765,-1.628569764750127
YDR337W,YDR337W,0.2745,1.4923,0.10770004300000001,0.07217050400000001,2.04679,0.052619000000000006,YDR337W,0.867,0.40098843608108575,-2.2191630892708747,-2.61496289004104,0.7167611628572723,-2.925851796105786
YDR339C,YDR339C,0.3175,1.4694,0.02839993,0.019327569,2.11075,0.0134549,YDR339C,0.0,0.38553447261928553,-3.5267629855927165,-3.8957772354716114,0.7475169876254689,-4.236721821559203
YDR347W,YDR347W,0.2455,1.4326,0.14729998,0.102820033,1.92851,0.0763802,YDR347W,0.6990000000000001,0.36018876323852894,-1.9085181647000264,-2.2650963307252736,0.6572660846719223,-2.559024345065915
YDR348C,YDR348C,0.262,1.6475,0.158299934,0.096084937,2.17674,0.0727234,YDR348C,0.937,0.4998657835296486,-1.8369664763788378,-2.332169044451829,0.7782876418110167,-2.6074350267882513
YDR349C,YDR349C,0.25075,1.5490000000000002,0.23890075600000002,0.15422902300000002,2.05552,0.116224,YDR349C,0.983,0.4382549309311553,-1.4275299578284064,-1.8628536848500825,0.7210152339024181,-2.143668644646413
YDR350C,YDR350C,0.24425,1.5727,0.267800388,0.170280656,2.06609,0.129617,YDR350C,0.903,0.4534295346246816,-1.3137862268818035,-1.764451804722056,0.7261418211160295,-2.0354859021576917
YDR351W,YDR351W,0.2445,1.5892,0.22690057800000002,0.142776603,2.0830900000000003,0.108925,YDR351W,1.0070000000000001,0.46385979448524595,-1.4788458065336267,-1.9394945520791451,0.7343323091390466,-2.2079569639152634
YDR352W,YDR352W,0.23600000000000002,1.475,0.15709999300000002,0.10650847,1.9517200000000001,0.0804931,YDR352W,1.008,0.3893357261782807,-1.8445275790424864,-2.2301856438205694,0.669223272440572,-2.5072369248960853
YDR353W,YDR353W,0.47025,1.1016,0.047600160999999995,0.043210022,2.05151,0.0232025,YDR353W,0.0,0.09767102717344597,-3.024128435323975,-3.1188037735191374,0.7190634344397638,-3.7212993453700474
YDR354W,YDR354W,0.28625,1.4917,0.141900325,0.095126584,2.06993,0.0685532,YDR354W,0.987,0.4005865606570569,-1.9456079197311968,-2.3420893727485357,0.7279977817456391,-2.665663351606414
YDR356W,YDR356W,0.2825,2.1830000000000003,0.23519998600000003,0.107741633,2.75365,0.08541389999999999,YDR356W,0.0,0.7811580578826587,-1.4430764344906803,-2.2187805499042526,1.0132903927921053,-2.4486067364822373
YDR357C,YDR357C,0.28625,1.2748,0.141800341,0.111233402,1.85303,0.07652350000000001,YDR357C,0.986,0.24357343282571775,-1.9463078411243222,-2.187174629662793,0.6173616482425222,-2.5571741627800377
YDR358W,YDR358W,0.2795,1.7612,0.298698884,0.169599639,2.32579,0.128429,YDR358W,0.9940000000000001,0.5665630284504923,-1.2049770283901764,-1.7684357599877585,0.844489635297254,-2.044622810741675
YDR361C,YDR361C,0.353,1.5492,0.095899916,0.061902862999999995,2.26226,0.0423912,YDR361C,0.0,0.4383839548652739,-2.3340766269588573,-2.766163599618432,0.816806251788483,-3.1374986234123337
YDR368W,YDR368W,0.42075,1.5807,0.074600103,0.047194346,2.4306200000000002,0.0306918,YDR368W,1.001,0.458500217987306,-2.5822976333637153,-3.0325135677106707,0.8885577018956177,-3.4516973066399355
YDR369C,YDR369C,0.2695,1.9844,0.61320123,0.30901090000000003,2.5287900000000003,0.242488,YDR369C,0.8859999999999999,0.6858204051734843,-0.48743266837240556,-1.1711478208307662,0.9281362953418411,-1.4126876189880249
YDR372C,YDR372C,0.3425,1.1659,0.048699987,0.041770295,1.85775,0.026214499999999998,YDR372C,0.975,0.15435065982992444,-3.001750607449005,-3.151911459409145,0.6199042187922277,-3.6040053594859467
YDR373W,YDR373W,0.29975,1.5595,0.016500028,0.010580332,2.165,0.00762126,YDR373W,0.0,0.4450062827286971,-4.045552798053949,-4.4584471371273695,0.7728821485787989,-4.753524033294841
YDR374C,YDR374C,0.289,1.7311,0.186499928,0.10773492400000001,2.31488,0.08056569999999999,YDR374C,1.0,0.5493345451940974,-1.6739768175717453,-2.2188422485084116,0.839789744896882,-2.5063464485182716
YDR375C,YDR375C,0.28375,1.4951,0.061900104000000004,0.041401982999999996,2.06828,0.0299283,YDR375C,0.914,0.4028617222380495,-2.766207461858985,-3.16056014896993,0.7272007206847971,-3.4760836566149393
YDR383C,YDR383C,0.265,1.9596,0.193499953,0.098744618,2.4949,0.0775582,YDR383C,1.012,0.6732505488454886,-1.6373233575689095,-2.3051421795549993,0.9146493856020295,-2.5439155276220453
YDR384C,YDR384C,0.27975,1.8681,0.058800225,0.031475951,2.4332,0.024165799999999998,YDR384C,1.001,0.6254570315899951,-2.8167458554908236,-3.4272554327895786,0.8896181604583194,-3.6822693490743306
YDR385W,YDR385W,0.7375,0.8872,0.257200252,0.289901095,2.37695,0.108206,YDR385W,0.91,-0.11855833612413517,-1.3540198245824646,-1.234771949307935,0.8662387719752094,-2.214519272125812
YDR386W,YDR386W,0.251,1.8703,0.193099957,0.103245445,2.37732,0.08122589999999999,YDR386W,0.9740000000000001,0.6266333765016058,-1.639382010342488,-2.261007112303359,0.8663943560781919,-2.498284941390756
YDR388W,YDR388W,0.29325,1.5491,0.146200298,0.094377573,2.14147,0.068271,YDR388W,0.833,0.43831944497911146,-1.9159610482328886,-2.34991181202188,0.7619593690580418,-2.6697289307879304
YDR391C,YDR391C,0.34075,1.8084,0.256300792,0.141727932,2.4967200000000003,0.102655,YDR391C,1.011,0.5929952986095042,-1.3575094815802486,-1.9468150343405417,0.9153783157491319,-2.2666872019970614
YDR392W,YDR392W,0.2785,1.5476,0.031700029,0.020483348000000002,2.11017,0.0150225,YDR392W,0.9209999999999999,0.43735129697048614,-3.42037931422917,-3.840477155565516,0.7472422961780122,-4.133761294585892
YDR393W,YDR393W,0.26725,1.3525,0.222600915,0.16458478,1.89235,0.117632,YDR393W,0.882,0.3026938300722188,-1.4978924455807643,-1.7982719494673567,0.638347746843107,-2.1317290143093692
YDR398W,YDR398W,0.3225,1.4321,0.12490007199999999,0.08721463,2.08355,0.05994580000000001,YDR398W,0.0,0.3598399300818887,-2.072266766049553,-2.427982456708926,0.7345530046185634,-2.797770334370942
YDR399W,YDR399W,0.43725,1.1133,0.040200135,0.036108987,1.99655,0.020134799999999998,YDR399W,0.9990000000000001,0.10822640507087106,-3.1893137459329957,-3.293896101506675,0.6919214296341265,-3.856834307984264
YDR400W,YDR400W,0.26475,1.6109,0.134600405,0.083556028,2.1457,0.0627303,YDR400W,1.003,0.47741360742074834,-1.9980429167546383,-2.47034091108726,0.7639317792779058,-2.7530951623078423
YDR402C,YDR402C,0.25425,1.7465,0.16840043600000001,0.096421664,2.26009,0.07451050000000001,YDR402C,1.005,0.5581861951258281,-1.7754899229776486,-2.3287066700680286,0.8158469978994615,-2.5834835595492076
YDR408C,YDR408C,0.24275,1.4876,0.092400204,0.062113608,1.97796,0.0467149,YDR408C,0.915,0.39783608094367323,-2.3708617495955497,-2.762818874999533,0.6825714541877606,-3.0425115608921254
YDR427W,YDR427W,0.35825,1.2368,0.06290011200000001,0.050857140999999995,1.9604700000000002,0.0320842,YDR427W,0.0,0.21333561032312393,-2.7504341648615296,-2.9592626295852726,0.6736941921329719,-3.408699451952517
YDR428C,YDR428C,0.2685,1.396,0.22290092,0.15967114599999999,1.9383700000000001,0.114994,YDR428C,1.02,0.3343270802748246,-1.4965516464086477,-1.8283955743202274,0.662363178067007,-2.154216813351443
YDR429C,YDR429C,0.3955,1.0425,0.037099992000000005,0.035587522,1.8414099999999998,0.0201476,YDR429C,0.0,0.04258044753511826,-3.2675412068232568,-3.308048025666056,0.6110744972126043,-3.85622885510595
YDR432W,YDR432W,0.44625,1.1285,0.054700118,0.048471527,2.02993,0.026946800000000003,YDR432W,0.872,0.12177505692592086,-2.887773013559222,-3.006357987026664,0.7084938162238851,-3.5774525760965292
YDR434W,YDR434W,0.28800000000000003,1.5707,0.110999994,0.070669125,2.15246,0.051568899999999994,YDR434W,0.0,0.4521578361001466,-2.1892564612584726,-2.635695237785314,0.7670758509257766,-2.945630588851344
YDR435C,YDR435C,0.2575,1.4387,0.20610040300000002,0.143254607,1.95885,0.105215,YDR435C,0.9940000000000001,0.3644347585501725,-1.5745515646626462,-1.9361754364956036,0.6728679397015642,-2.2422899372102902
YDR436W,YDR436W,0.24100000000000002,1.6552,0.160799942,0.097148346,2.14202,0.07506929999999999,YDR436W,1.01,0.5045258216174626,-1.8213946328250534,-2.3212752101591736,0.7622160491590431,-2.576110512066009
YDR437W,YDR437W,0.2685,1.5297,0.143699919,0.093939936,2.07207,0.0693509,YDR437W,0.0,0.4257251471155244,-1.9330932051237082,-2.3545108399691563,0.729030600370268,-2.654259702326599
YDR438W,YDR438W,0.2685,1.4329,0.27620002899999996,0.19275597,1.97527,0.139829,YDR438W,1.014,0.3603980047388564,-1.2830159070487899,-1.6411557983201626,0.6812112296674392,-1.96020889055717
YDR440W,YDR440W,0.24,1.5225,0.247799178,0.162758081,2.0073,0.123449,YDR440W,1.006,0.4210103194436266,-1.3911092219810912,-1.8093650560661074,0.6972885930604953,-2.0838592855563842
YDR441C,YDR441C,0.24600000000000002,1.4469999999999998,0.16989996899999998,0.11741532,1.94392,0.0874007,YDR441C,0.9670000000000001,0.37018329396352445,-1.7666768702532356,-2.1335571730107485,0.6652208451191041,-2.4258753908178545
YDR443C,YDR443C,0.259,1.7161,0.112399988,0.065497342,2.23928,0.050194699999999995,YDR443C,0.8959999999999999,0.5406368213376198,-2.1768339935085965,-2.7105933020439594,0.8066008580550994,-2.972119267919787
YDR444W,YDR444W,0.23925,1.5724,0.163700351,0.10410859199999999,2.0556900000000002,0.0796328,YDR444W,1.018,0.453238882913005,-1.8036275106532724,-2.252761253727033,0.7210978944036309,-2.5178497643595708
YDR446W,YDR446W,0.256,1.7216,0.260698944,0.15142829,2.2387200000000003,0.11645,YDR446W,1.022,0.5438347773729362,-1.3405605046089355,-1.8810610230354332,0.8063508580537975,-2.1417425678772153
YDR448W,YDR448W,0.23475,1.5672,0.041300176,0.026352842999999997,2.0414,0.020231299999999997,YDR448W,0.8590000000000001,0.4499284648146844,-3.1629640321820593,-3.59893480670475,0.714125586945137,-3.8522787710390185
YDR449C,YDR449C,0.32899999999999996,1.5917,0.08689994699999999,0.054595682,2.25628,0.0385147,YDR449C,0.0,0.46543068927559833,-2.4315560772490943,-2.889649742611943,0.8141605486254954,-3.2310825244076686
YDR451C,YDR451C,0.248,1.506,0.24509999,0.162748997,2.00696,0.122125,YDR451C,0.9890000000000001,0.4101209196443583,-1.4020173622190164,-1.8094205296763746,0.6971192813123454,-2.094555179489884
YDR452W,YDR452W,0.284,1.6911,0.19929996100000003,0.117852262,2.26478,0.0879997,YDR452W,0.9990000000000001,0.5259703610924439,-1.6079392310183214,-2.1298740529632743,0.8179190705138891,-2.419122280042195
YDR454C,YDR454C,0.455,1.4952,0.083099965,0.055577825,2.4143,0.0344199,YDR454C,0.0,0.4029285604561675,-2.475749128174546,-2.872138154992877,0.8818235029919076,-3.3404814698951277
YDR456W,YDR456W,0.3045,1.4344,0.067199908,0.046848792,2.04949,0.032788599999999994,YDR456W,1.004,0.3614435560138343,-2.6853120631072374,-3.039709406960887,0.7180787889787823,-3.387631811490726
YDR458C,YDR458C,0.2755,2.0006,0.379301241,0.18959374199999998,2.5571099999999998,0.148332,YDR458C,0.985,0.6939468607305096,-0.9667916008399946,-1.6576111214595024,0.939268704577659,-1.9015832638465502
YDR459C,YDR459C,0.262,1.3546,0.270099328,0.199394159,1.8838400000000002,0.143377,YDR459C,1.011,0.30424416075075916,-1.3052700012707037,-1.6074690569027876,0.6338429366608043,-1.9353273449881756
YDR463W,YDR463W,0.2675,1.72,0.225099893,0.130872031,2.26035,0.0995863,YDR463W,0.848,0.5429055172294023,-1.4867783729402533,-2.02592328874932,0.8159619800773507,-2.296739213492816
YDR464W,YDR464W,0.2885,1.755,0.301700907,0.171909349,2.33777,0.129055,YDR464W,0.0,0.5630384952129248,-1.1950100665929142,-1.754987816036959,0.8496251501462947,-2.039797841075284
YDR465C,YDR465C,0.32475,1.3269,0.175800345,0.132489521,1.9829,0.08865819999999999,YDR465C,1.014,0.28359874701414467,-1.7327341774230318,-2.0137322986047006,0.6850646043665893,-2.4117506162984363
YDR466W,YDR466W,0.24525,1.5164,0.286300681,0.188802876,2.0118099999999997,0.14231,YDR466W,1.005,0.4169983439218373,-1.2472259426551149,-1.6617692401286988,0.6995317557151403,-1.942745162912157
YDR468C,YDR468C,0.31025,1.7224,0.110800236,0.064328981,2.34911,0.047166900000000005,YDR468C,0.0,0.5442990838235293,-2.1910416073510226,-2.728319527985702,0.8544621355712217,-3.0330832158188357
YDR469W,YDR469W,0.23375,1.3669,0.47690103,0.348892406,1.8390799999999998,0.259315,YDR469W,0.997,0.3132767171132615,-0.7383516181377399,-1.0501295831878283,0.6098090489366115,-1.3458628428255552
YDR476C,YDR476C,0.245,1.5218,0.156100042,0.102575924,2.0167,0.07740369999999999,YDR476C,1.02,0.4205507455262052,-1.8508724663749576,-2.267450369986777,0.7019582488384952,-2.54588415886182
YDR477W,YDR477W,0.35,1.4977,0.051599901,0.034452762000000005,2.2047,0.023404499999999998,YDR477W,0.9109999999999999,0.4045980656688133,-2.945041041369522,-3.339554116486134,0.791044918836405,-3.7129877374578992
YDR478W,YDR478W,0.22475,2.414,0.472399752,0.195691695,2.8680000000000003,0.164714,YDR478W,0.0,0.881699287104536,-0.7478151057722682,-1.6261177761358292,1.0539635369992277,-1.7974918680764573
YDR479C,YDR479C,0.248,1.7084,0.14840006,0.086864938,2.2093599999999998,0.0671688,YDR479C,0.993,0.5361424317497805,-1.901127604677075,-2.4319544389635284,0.7931553981911621,-2.685768296813574
YDR480W,YDR480W,0.2595,1.5290000000000001,0.371900464,0.243231173,2.0531900000000003,0.181133,YDR480W,1.02,0.4252677354043441,-0.9864437474967148,-1.4096400718899018,0.7198816096625548,-1.7030180895563953
YDR481C,YDR481C,0.292,1.3345,0.13059995300000002,0.09786433300000001,1.9243400000000002,0.0678674,YDR481C,1.012,0.28930575356787847,-2.027988617233841,-2.314006742405713,0.6551025755202987,-2.675572362425083
YDR482C,YDR482C,0.15275,1.4923,0.205901328,0.137975828,1.80086,0.11433499999999999,YDR482C,1.011,0.40098843608108575,-1.575513275691548,-1.9734552602542539,0.5888194647140687,-2.159914341829883
